,yearID,teamID,franchID,Rank,DivWin,WCWin,WSWin,name,park,BPF,PPF
333,1896,LS3,LOU,12,,,,Louisville Colonels,Eclipse Park II,96,99
334,1896,NY1,SFG,7,,,,New York Giants,Polo Grounds III,97,96
335,1896,PHI,PHI,8,,,,Philadelphia Phillies,Baker Bowl,99,99
336,1896,PIT,PIT,6,,,,Pittsburgh Pirates,Exposition Park,96,96
337,1896,SLN,STL,11,,,,St. Louis Browns,Robison Field,96,100
338,1896,WAS,WAS,9,,,,Washington Senators,Boundary Field,100,101
339,1897,BLN,BLO,2,,,,Baltimore Orioles,Union Park,100,97
340,1897,BRO,LAD,7,,,,Brooklyn Bridegrooms,Eastern Park,94,95
341,1897,BSN,ATL,1,,,,Boston Beaneaters,South End Grounds III,106,104
342,1897,CHN,CHC,9,,,,Chicago Colts,West Side Park II,104,104
343,1897,CIN,CIN,4,,,,Cincinnati Reds,League Park II in Cincinnati,107,106
344,1897,CL4,CLV,5,,,,Cleveland Spiders,League Park I,110,109
345,1897,LS3,LOU,11,,,,Louisville Colonels,Eclipse Park II,97,99
346,1897,NY1,SFG,3,,,,New York Giants,Polo Grounds III,97,96
347,1897,PHI,PHI,10,,,,Philadelphia Phillies,Baker Bowl,97,97
348,1897,PIT,PIT,8,,,,Pittsburgh Pirates,Exposition Park,96,97
349,1897,SLN,STL,12,,,,St. Louis Browns,Robison Field,98,102
350,1897,WAS,WAS,6,,,,Washington Senators,Boundary Field,99,101
351,1898,BLN,BLO,2,,,,Baltimore Orioles,Union Park,102,99
352,1898,BRO,LAD,10,,,,Brooklyn Bridegrooms,Washington Park III,100,99
353,1898,BSN,ATL,1,,,,Boston Beaneaters,South End Grounds III,105,102
354,1898,CHN,CHC,4,,,,Chicago Orphans,West Side Park II,100,99
355,1898,CIN,CIN,3,,,,Cincinnati Reds,League Park II in Cincinnati,107,106
356,1898,CL4,CLV,5,,,,Cleveland Spiders,League Park I,96,95
357,1898,LS3,LOU,9,,,,Louisville Colonels,Eclipse Park II,99,99
358,1898,NY1,SFG,7,,,,New York Giants,Polo Grounds III,97,96
359,1898,PHI,PHI,6,,,,Philadelphia Phillies,Baker Bowl,96,95
360,1898,PIT,PIT,8,,,,Pittsburgh Pirates,Exposition Park,98,99
361,1898,SLN,STL,12,,,,St. Louis Browns,Robison Field,102,105
362,1898,WAS,WAS,11,,,,Washington Senators,Boundary Field,100,101
363,1899,BLN,BLO,4,,,,Baltimore Orioles,Union Park,105,103
364,1899,BRO,LAD,1,,,,Brooklyn Superbas,Washington Park III,102,102
365,1899,BSN,ATL,2,,,,Boston Beaneaters,South End Grounds III,109,108
366,1899,CHN,CHC,8,,,,Chicago Orphans,West Side Park II,97,97
367,1899,CIN,CIN,6,,,,Cincinnati Reds,League Park II in Cincinnati,102,102
368,1899,CL4,CLV,12,,,,Cleveland Spiders,League Park I,89,96
369,1899,LS3,LOU,9,,,,Louisville Colonels,Eclipse Park II,100,100
370,1899,NY1,SFG,10,,,,New York Giants,Polo Grounds III,97,97
371,1899,PHI,PHI,3,,,,Philadelphia Phillies,Baker Bowl,97,96
372,1899,PIT,PIT,7,,,,Pittsburgh Pirates,Exposition Park,100,99
373,1899,SLN,STL,5,,,,St. Louis Perfectos,Robison Field,102,103
374,1899,WAS,WAS,11,,,,Washington Senators,Boundary Field,99,101
375,1900,BRO,LAD,1,,,,Brooklyn Superbas,Washington Park III,106,104
376,1900,BSN,ATL,4,,,,Boston Beaneaters,South End Grounds III,112,111
377,1900,CHN,CHC,6,,,,Chicago Orphans,West Side Park II,96,98
378,1900,CIN,CIN,7,,,,Cincinnati Reds,League Park II in Cincinnati,98,99
379,1900,NY1,SFG,8,,,,New York Giants,Polo Grounds III,95,98
380,1900,PHI,PHI,3,,,,Philadelphia Phillies,Baker Bowl,99,98
381,1900,PIT,PIT,2,,,,Pittsburgh Pirates,Exposition Park,101,98
382,1900,SLN,STL,5,,,,St. Louis Cardinals,Robison Field,99,98
383,1901,BLA,NYY,5,,,,Baltimore Orioles,Oriole Park,104,105
384,1901,BOS,BOS,2,,,,Boston Americans,Huntington Avenue Grounds,98,96
385,1901,BRO,LAD,3,,,,Brooklyn Superbas,Washington Park III,103,101
386,1901,BSN,ATL,5,,,,Boston Beaneaters,South End Grounds III,109,109
387,1901,CHA,CHW,1,,,,Chicago White Sox,South Side Park II,97,95
388,1901,CHN,CHC,6,,,,Chicago Orphans,West Side Park II,96,98
389,1901,CIN,CIN,8,,,,Cincinnati Reds,League Park II in Cincinnati,94,96
390,1901,CLE,CLE,7,,,,Cleveland Blues,League Park I,96,97
391,1901,DET,DET,3,,,,Detroit Tigers,Bennett Park,105,105
392,1901,MLA,BAL,8,,,,Milwaukee Brewers,Lloyd Street Grounds,95,98
393,1901,NY1,SFG,7,,,,New York Giants,Polo Grounds III,96,100
394,1901,PHA,OAK,4,,,,Philadelphia Athletics,Columbia Park,104,103
395,1901,PHI,PHI,2,,,,Philadelphia Phillies,Baker Bowl,102,102
396,1901,PIT,PIT,1,,,,Pittsburgh Pirates,Exposition Park,103,98
397,1901,SLN,STL,4,,,,St. Louis Cardinals,Robison Field,95,96
398,1901,WS1,MIN,6,,,,Washington Senators,American League Park I,98,100
399,1902,BLA,NYY,8,,,,Baltimore Orioles,Oriole Park,104,105
400,1902,BOS,BOS,3,,,,Boston Americans,Huntington Avenue Grounds,103,100
401,1902,BRO,LAD,2,,,,Brooklyn Superbas,Washington Park III,101,99
402,1902,BSN,ATL,3,,,,Boston Beaneaters,South End Grounds III,101,102
403,1902,CHA,CHW,4,,,,Chicago White Sox,South Side Park II,96,95
404,1902,CHN,CHC,5,,,,Chicago Orphans,West Side Park II,97,97
405,1902,CIN,CIN,4,,,,Cincinnati Reds,Palace of the Fans,109,108
406,1902,CLE,CLE,5,,,,Cleveland Bronchos,League Park I,96,96
407,1902,DET,DET,7,,,,Detroit Tigers,Bennett Park,105,105
408,1902,NY1,SFG,8,,,,New York Giants,Polo Grounds III,99,101
409,1902,PHA,OAK,1,,,,Philadelphia Athletics,Columbia Park,104,103
410,1902,PHI,PHI,7,,,,Philadelphia Phillies,Baker Bowl,104,105
411,1902,PIT,PIT,1,,,,Pittsburgh Pirates,Exposition Park,104,99
412,1902,SLA,BAL,2,,,,St. Louis Browns,Sportsman's Park III,99,99
413,1902,SLN,STL,6,,,,St. Louis Cardinals,Robison Field,96,99
414,1902,WS1,MIN,6,,,,Washington Senators,American League Park I,101,104
415,1903,BOS,BOS,1,,,Y,Boston Americans,Huntington Avenue Grounds,105,102
416,1903,BRO,LAD,5,,,N,Brooklyn Superbas,Washington Park III,97,98
417,1903,BSN,ATL,6,,,N,Boston Beaneaters,South End Grounds III,96,98
418,1903,CHA,CHW,7,,,N,Chicago White Sox,South Side Park II,96,95
419,1903,CHN,CHC,3,,,N,Chicago Cubs,West Side Park II,97,96
420,1903,CIN,CIN,4,,,N,Cincinnati Reds,Palace of the Fans,111,109
421,1903,CLE,CLE,3,,,N,Cleveland Naps,League Park I,98,96
422,1903,DET,DET,5,,,N,Detroit Tigers,Bennett Park,96,97
423,1903,NY1,SFG,2,,,N,New York Giants,Polo Grounds III,104,102
424,1903,NYA,NYY,4,,,N,New York Highlanders,Hilltop Park,106,105
425,1903,PHA,OAK,2,,,N,Philadelphia Athletics,Columbia Park,105,103
426,1903,PHI,PHI,7,,,N,Philadelphia Phillies,Baker Bowl,92,95
427,1903,PIT,PIT,1,,,N,Pittsburgh Pirates,Exposition Park,103,99
428,1903,SLA,BAL,6,,,N,St. Louis Browns,Sportsman's Park III,97,98
429,1903,SLN,STL,8,,,N,St. Louis Cardinals,Robison Field,97,100
430,1903,WS1,MIN,8,,,N,Washington Senators,American League Park I,102,105
431,1904,BOS,BOS,1,,,,Boston Americans,Huntington Avenue Grounds,106,103
432,1904,BRO,LAD,6,,,,Brooklyn Superbas,Washington Park III,97,100
433,1904,BSN,ATL,7,,,,Boston Beaneaters,South End Grounds III,96,101
434,1904,CHA,CHW,3,,,,Chicago White Sox,South Side Park II,96,95
435,1904,CHN,CHC,2,,,,Chicago Cubs,West Side Park II,100,98
436,1904,CIN,CIN,3,,,,Cincinnati Reds,Palace of the Fans,109,107
437,1904,CLE,CLE,4,,,,Cleveland Naps,League Park I,99,98
438,1904,DET,DET,7,,,,Detroit Tigers,Bennett Park,97,98
439,1904,NY1,SFG,1,,,,New York Giants,Polo Grounds III,104,100
440,1904,NYA,NYY,2,,,,New York Highlanders,Hilltop Park,105,104
441,1904,PHA,OAK,5,,,,Philadelphia Athletics,Columbia Park,105,103
442,1904,PHI,PHI,8,,,,Philadelphia Phillies,Baker Bowl,99,100
443,1904,PIT,PIT,4,,,,Pittsburgh Pirates,Exposition Park,103,100
444,1904,SLA,BAL,6,,,,St. Louis Browns,Sportsman's Park III,94,96
445,1904,SLN,STL,5,,,,St. Louis Cardinals,Robison Field,96,99
446,1904,WS1,MIN,8,,,,Washington Senators,American League Park II,98,102
447,1905,BOS,BOS,4,,,N,Boston Americans,Huntington Avenue Grounds,101,102
448,1905,BRO,LAD,8,,,N,Brooklyn Superbas,Washington Park III,93,96
449,1905,BSN,ATL,7,,,N,Boston Beaneaters,South End Grounds III,98,103
450,1905,CHA,CHW,2,,,N,Chicago White Sox,South Side Park II,96,93
451,1905,CHN,CHC,3,,,N,Chicago Cubs,West Side Park II,104,99
452,1905,CIN,CIN,5,,,N,Cincinnati Reds,Palace of the Fans,111,110
453,1905,CLE,CLE,5,,,N,Cleveland Naps,League Park I,101,99
454,1905,DET,DET,3,,,N,Detroit Tigers,Bennett Park,101,103
455,1905,NY1,SFG,1,,,Y,New York Giants,Polo Grounds III,102,98
456,1905,NYA,NYY,6,,,N,New York Highlanders,Hilltop Park,111,110
457,1905,PHA,OAK,1,,,N,Philadelphia Athletics,Columbia Park,102,100
458,1905,PHI,PHI,4,,,N,Philadelphia Phillies,Baker Bowl,96,97
459,1905,PIT,PIT,2,,,N,Pittsburgh Pirates,Exposition Park,103,100
460,1905,SLA,BAL,8,,,N,St. Louis Browns,Sportsman's Park III,95,96
461,1905,SLN,STL,6,,,N,St. Louis Cardinals,Robison Field,97,99
462,1905,WS1,MIN,7,,,N,Washington Senators,American League Park II,96,100
463,1906,BOS,BOS,8,,,N,Boston Americans,Huntington Avenue Grounds,100,102
464,1906,BRO,LAD,5,,,N,Brooklyn Superbas,Washington Park III,92,96
465,1906,BSN,ATL,8,,,N,Boston Beaneaters,South End Grounds III,97,102
466,1906,CHA,CHW,1,,,Y,Chicago White Sox,South Side Park II,98,95
467,1906,CHN,CHC,1,,,N,Chicago Cubs,West Side Park II,106,100
468,1906,CIN,CIN,6,,,N,Cincinnati Reds,Palace of the Fans,104,104
469,1906,CLE,CLE,3,,,N,Cleveland Naps,League Park I,99,97
470,1906,DET,DET,6,,,N,Detroit Tigers,Bennett Park,103,103
471,1906,NY1,SFG,2,,,N,New York Giants,Polo Grounds III,102,99
472,1906,NYA,NYY,2,,,N,New York Highlanders,Hilltop Park,110,110
473,1906,PHA,OAK,4,,,N,Philadelphia Athletics,Columbia Park,103,101
474,1906,PHI,PHI,4,,,N,Philadelphia Phillies,Baker Bowl,100,99
475,1906,PIT,PIT,3,,,N,Pittsburgh Pirates,Exposition Park,104,102
476,1906,SLA,BAL,5,,,N,St. Louis Browns,Sportsman's Park III,96,96
477,1906,SLN,STL,7,,,N,St. Louis Cardinals,Robison Field,96,100
478,1906,WS1,MIN,7,,,N,Washington Senators,American League Park II,95,98
479,1907,BOS,BOS,7,,,N,Boston Americans,Huntington Avenue Grounds,99,101
480,1907,BRO,LAD,5,,,N,Brooklyn Superbas,Washington Park III,92,95
481,1907,BSN,ATL,7,,,N,Boston Doves,South End Grounds III,100,103
482,1907,CHA,CHW,3,,,N,Chicago White Sox,South Side Park II,97,95
483,1907,CHN,CHC,1,,,Y,Chicago Cubs,West Side Park II,106,101
484,1907,CIN,CIN,6,,,N,Cincinnati Reds,Palace of the Fans,104,105
485,1907,CLE,CLE,4,,,N,Cleveland Naps,League Park I,101,99
486,1907,DET,DET,1,,,N,Detroit Tigers,Bennett Park,103,102
487,1907,NY1,SFG,4,,,N,New York Giants,Polo Grounds III,103,100
488,1907,NYA,NYY,5,,,N,New York Highlanders,Hilltop Park,108,110
489,1907,PHA,OAK,2,,,N,Philadelphia Athletics,Columbia Park,102,102
490,1907,PHI,PHI,3,,,N,Philadelphia Phillies,Baker Bowl,99,98
491,1907,PIT,PIT,2,,,N,Pittsburgh Pirates,Exposition Park,102,99
492,1907,SLA,BAL,6,,,N,St. Louis Browns,Sportsman's Park III,100,99
493,1907,SLN,STL,8,,,N,St. Louis Cardinals,Robison Field,97,101
494,1907,WS1,MIN,8,,,N,Washington Senators,American League Park II,92,95
495,1908,BOS,BOS,5,,,N,Boston Red Sox,Huntington Avenue Grounds,103,103
496,1908,BRO,LAD,7,,,N,Brooklyn Superbas,Washington Park III,96,99
497,1908,BSN,ATL,6,,,N,Boston Doves,South End Grounds III,98,102
498,1908,CHA,CHW,3,,,N,Chicago White Sox,South Side Park II,98,97
499,1908,CHN,CHC,1,,,Y,Chicago Cubs,West Side Park II,104,100
500,1908,CIN,CIN,5,,,N,Cincinnati Reds,Palace of the Fans,97,98
501,1908,CLE,CLE,2,,,N,Cleveland Naps,League Park I,101,100
502,1908,DET,DET,1,,,N,Detroit Tigers,Bennett Park,104,101
503,1908,NY1,SFG,2,,,N,New York Giants,Polo Grounds III,105,102
504,1908,NYA,NYY,8,,,N,New York Highlanders,Hilltop Park,101,103
505,1908,PHA,OAK,6,,,N,Philadelphia Athletics,Columbia Park,107,107
506,1908,PHI,PHI,4,,,N,Philadelphia Phillies,Baker Bowl,103,102
507,1908,PIT,PIT,2,,,N,Pittsburgh Pirates,Exposition Park,100,98
508,1908,SLA,BAL,4,,,N,St. Louis Browns,Sportsman's Park III,101,100
509,1908,SLN,STL,8,,,N,St. Louis Cardinals,Robison Field,95,100
510,1908,WS1,MIN,7,,,N,Washington Senators,American League Park II,92,96
511,1909,BOS,BOS,3,,,N,Boston Red Sox,Huntington Avenue Grounds,102,101
512,1909,BRO,LAD,6,,,N,Brooklyn Superbas,Washington Park III,96,100
513,1909,BSN,ATL,8,,,N,Boston Doves,South End Grounds III,104,108
514,1909,CHA,CHW,4,,,N,Chicago White Sox,South Side Park II,96,95
515,1909,CHN,CHC,2,,,N,Chicago Cubs,West Side Park II,103,98
516,1909,CIN,CIN,4,,,N,Cincinnati Reds,Palace of the Fans,99,100
517,1909,CLE,CLE,6,,,N,Cleveland Naps,League Park I,104,103
518,1909,DET,DET,1,,,N,Detroit Tigers,Bennett Park,104,102
519,1909,NY1,SFG,3,,,N,New York Giants,Polo Grounds III,102,98
520,1909,NYA,NYY,5,,,N,New York Highlanders,Hilltop Park,101,102
521,1909,PHA,OAK,2,,,N,Philadelphia Athletics,Shibe Park,102,97
522,1909,PHI,PHI,5,,,N,Philadelphia Phillies,Baker Bowl,101,100
523,1909,PIT,PIT,1,,,Y,Pittsburgh Pirates,Exposition Park/Forbes Field,105,99
524,1909,SLA,BAL,7,,,N,St. Louis Browns,Sportsman's Park IV,93,98
525,1909,SLN,STL,7,,,N,St. Louis Cardinals,Robison Field,94,97
526,1909,WS1,MIN,8,,,N,Washington Senators,American League Park II,95,98
527,1910,BOS,BOS,4,,,N,Boston Red Sox,Huntington Avenue Grounds,102,101
528,1910,BRO,LAD,6,,,N,Brooklyn Superbas,Washington Park III,97,100
529,1910,BSN,ATL,8,,,N,Boston Doves,South End Grounds III,103,109
530,1910,CHA,CHW,6,,,N,Chicago White Sox,South Side Park II/Comiskey Park,95,95
531,1910,CHN,CHC,1,,,N,Chicago Cubs,West Side Park II,99,95
532,1910,CIN,CIN,5,,,N,Cincinnati Reds,Palace of the Fans,96,97
533,1910,CLE,CLE,5,,,N,Cleveland Naps,League Park II,101,103
534,1910,DET,DET,3,,,N,Detroit Tigers,Bennett Park,107,104
535,1910,NY1,SFG,2,,,N,New York Giants,Polo Grounds III,100,98
536,1910,NYA,NYY,2,,,N,New York Highlanders,Hilltop Park,106,105
537,1910,PHA,OAK,1,,,Y,Philadelphia Athletics,Shibe Park,99,94
538,1910,PHI,PHI,4,,,N,Philadelphia Phillies,Baker Bowl,103,103
539,1910,PIT,PIT,3,,,N,Pittsburgh Pirates,Forbes Field,107,104
540,1910,SLA,BAL,8,,,N,St. Louis Browns,Sportsman's Park IV,94,98
541,1910,SLN,STL,7,,,N,St. Louis Cardinals,Robison Field,96,98
542,1910,WS1,MIN,7,,,N,Washington Senators,American League Park II,95,99
543,1911,BOS,BOS,4,,,N,Boston Red Sox,Huntington Avenue Grounds,99,98
544,1911,BRO,LAD,7,,,N,Brooklyn Dodgers,Washington Park III,96,98
545,1911,BSN,ATL,8,,,N,Boston Rustlers,South End Grounds III,107,111
546,1911,CHA,CHW,5,,,N,Chicago White Sox,Comiskey Park,98,97
547,1911,CHN,CHC,2,,,N,Chicago Cubs,West Side Park II,100,97
548,1911,CIN,CIN,6,,,N,Cincinnati Reds,Palace of the Fans,97,98
549,1911,CLE,CLE,3,,,N,Cleveland Naps,League Park II,101,102
550,1911,DET,DET,2,,,N,Detroit Tigers,Bennett Park,105,104
551,1911,NY1,SFG,1,,,N,New York Giants,Polo Grounds III/Polo Grounds IV,103,99
552,1911,NYA,NYY,6,,,N,New York Highlanders,Hilltop Park,106,107
553,1911,PHA,OAK,1,,,Y,Philadelphia Athletics,Shibe Park,98,95
554,1911,PHI,PHI,4,,,N,Philadelphia Phillies,Baker Bowl,101,101
555,1911,PIT,PIT,3,,,N,Pittsburgh Pirates,Forbes Field,104,101
556,1911,SLA,BAL,8,,,N,St. Louis Browns,Sportsman's Park IV,96,101
557,1911,SLN,STL,5,,,N,St. Louis Cardinals,Robison Field,97,99
558,1911,WS1,MIN,7,,,N,Washington Senators,Griffith Stadium I,98,98
559,1912,BOS,BOS,1,,,Y,Boston Red Sox,Fenway Park I,105,102
560,1912,BRO,LAD,7,,,N,Brooklyn Dodgers,Washington Park III,96,98
561,1912,BSN,ATL,8,,,N,Boston Braves,South End Grounds III,100,104
562,1912,CHA,CHW,4,,,N,Chicago White Sox,Comiskey Park,97,97
563,1912,CHN,CHC,3,,,N,Chicago Cubs,West Side Park II,100,97
564,1912,CIN,CIN,4,,,N,Cincinnati Reds,Crosley Field,97,99
565,1912,CLE,CLE,5,,,N,Cleveland Naps,League Park II,103,103
566,1912,DET,DET,6,,,N,Detroit Tigers,Navin Field,97,98
567,1912,NY1,SFG,1,,,N,New York Giants,Polo Grounds IV,104,100
568,1912,NYA,NYY,8,,,N,New York Highlanders,Hilltop Park,106,108
569,1912,PHA,OAK,3,,,N,Philadelphia Athletics,Shibe Park,97,93
570,1912,PHI,PHI,5,,,N,Philadelphia Phillies,Baker Bowl,106,106
571,1912,PIT,PIT,2,,,N,Pittsburgh Pirates,Forbes Field,99,96
572,1912,SLA,BAL,7,,,N,St. Louis Browns,Sportsman's Park IV,96,100
573,1912,SLN,STL,6,,,N,St. Louis Cardinals,Robison Field,98,101
574,1912,WS1,MIN,2,,,N,Washington Senators,Griffith Stadium I,101,101
575,1913,BOS,BOS,4,,,N,Boston Red Sox,Fenway Park I,103,100
576,1913,BRO,LAD,6,,,N,Brooklyn Superbas,Ebbets Field,103,103
577,1913,BSN,ATL,5,,,N,Boston Braves,South End Grounds III,100,102
578,1913,CHA,CHW,5,,,N,Chicago White Sox,Comiskey Park,99,100
579,1913,CHN,CHC,3,,,N,Chicago Cubs,West Side Park II,100,99
580,1913,CIN,CIN,7,,,N,Cincinnati Reds,Crosley Field,100,101
581,1913,CLE,CLE,3,,,N,Cleveland Naps,League Park II,103,103
582,1913,DET,DET,6,,,N,Detroit Tigers,Navin Field,99,99
583,1913,NY1,SFG,1,,,N,New York Giants,Polo Grounds IV,101,98
584,1913,NYA,NYY,7,,,N,New York Yankees,Polo Grounds IV,100,102
585,1913,PHA,OAK,1,,,Y,Philadelphia Athletics,Shibe Park,98,94
586,1913,PHI,PHI,2,,,N,Philadelphia Phillies,Baker Bowl,104,104
587,1913,PIT,PIT,4,,,N,Pittsburgh Pirates,Forbes Field,96,94
588,1913,SLA,BAL,8,,,N,St. Louis Browns,Sportsman's Park IV,97,100
589,1913,SLN,STL,8,,,N,St. Louis Cardinals,Robison Field,98,101
590,1913,WS1,MIN,2,,,N,Washington Senators,Griffith Stadium I,102,101
591,1914,BLF,BLT,3,,,,Baltimore Terrapins,,103,105
592,1914,BOS,BOS,2,,,N,Boston Red Sox,Fenway Park I,100,98
593,1914,BRF,BTT,5,,,,Brooklyn Tip-Tops,,99,100
594,1914,BRO,LAD,5,,,N,Brooklyn Robins,Ebbets Field,102,102
595,1914,BSN,ATL,1,,,Y,Boston Braves,South End Grounds III,104,102
596,1914,BUF,BFL,4,,,,Buffalo Buffeds,,102,103
597,1914,CHA,CHW,6,,,N,Chicago White Sox,Comiskey Park,99,98
598,1914,CHF,CHH,2,,,,Chicago Chi-Feds,Wrigley Field,94,92
599,1914,CHN,CHC,4,,,N,Chicago Cubs,West Side Park II,100,100
600,1914,CIN,CIN,8,,,N,Cincinnati Reds,Crosley Field,103,105
601,1914,CLE,CLE,8,,,N,Cleveland Naps,League Park II,104,105
602,1914,DET,DET,4,,,N,Detroit Tigers,Navin Field,103,102
603,1914,IND,NEW,1,,,,Indianapolis Hoosiers,,111,108
604,1914,KCF,KCP,6,,,,Kansas City Packers,,97,97
605,1914,NY1,SFG,2,,,N,New York Giants,Polo Grounds IV,97,95
606,1914,NYA,NYY,6,,,N,New York Yankees,Polo Grounds IV,100,101
607,1914,PHA,OAK,1,,,N,Philadelphia Athletics,Shibe Park,96,95
608,1914,PHI,PHI,6,,,N,Philadelphia Phillies,Baker Bowl,106,105
609,1914,PIT,PIT,7,,,N,Pittsburgh Pirates,Forbes Field,96,95
610,1914,PTF,PBS,7,,,,Pittsburgh Rebels,,99,99
611,1914,SLA,BAL,5,,,N,St. Louis Browns,Sportsman's Park IV,96,99
612,1914,SLF,SLI,8,,,,St. Louis Terriers,,105,105
613,1914,SLN,STL,3,,,N,St. Louis Cardinals,Robison Field,99,100
614,1914,WS1,MIN,3,,,N,Washington Senators,Griffith Stadium I,104,103
615,1915,BLF,BLT,8,,,,Baltimore Terrapins,,103,105
616,1915,BOS,BOS,1,,,Y,Boston Red Sox,Fenway Park I,97,95
617,1915,BRF,BTT,7,,,,Brooklyn Tip-Tops,,99,100
618,1915,BRO,LAD,3,,,N,Brooklyn Robins,Ebbets Field,102,101
619,1915,BSN,ATL,2,,,N,Boston Braves,Fenway Park I / Braves Field,98,97
620,1915,BUF,BFL,6,,,,Buffalo Blues,,102,103
621,1915,CHA,CHW,3,,,N,Chicago White Sox,Comiskey Park,103,102
622,1915,CHF,CHH,2,,,,Chicago Whales,Wrigley Field,94,92
623,1915,CHN,CHC,4,,,N,Chicago Cubs,West Side Park II,100,101
624,1915,CIN,CIN,7,,,N,Cincinnati Reds,Crosley Field,102,104
625,1915,CLE,CLE,7,,,N,Cleveland Indians,League Park II,102,104
626,1915,DET,DET,2,,,N,Detroit Tigers,Navin Field,105,103
627,1915,KCF,KCP,4,,,,Kansas City Packers,,97,97
628,1915,NEW,NEW,5,,,,Newark Pepper,,94,94
629,1915,NY1,SFG,8,,,N,New York Giants,Polo Grounds IV,94,93
630,1915,NYA,NYY,5,,,N,New York Yankees,Polo Grounds IV,100,100
631,1915,PHA,OAK,8,,,N,Philadelphia Athletics,Shibe Park,96,99
632,1915,PHI,PHI,1,,,N,Philadelphia Phillies,Baker Bowl,101,100
633,1915,PIT,PIT,5,,,N,Pittsburgh Pirates,Forbes Field,99,99
634,1915,PTF,PBS,3,,,,Pittsburgh Rebels,,99,99
635,1915,SLA,BAL,6,,,N,St. Louis Browns,Sportsman's Park IV,96,98
636,1915,SLF,SLI,1,,,,St. Louis Terriers,,105,105
637,1915,SLN,STL,6,,,N,St. Louis Cardinals,Robison Field,100,101
638,1915,WS1,MIN,4,,,N,Washington Senators,Griffith Stadium I,102,101
639,1916,BOS,BOS,1,,,Y,Boston Red Sox,Fenway Park I,101,98
640,1916,BRO,LAD,1,,,N,Brooklyn Robins,Ebbets Field,103,102
641,1916,BSN,ATL,3,,,N,Boston Braves,Braves Field,95,94
642,1916,CHA,CHW,2,,,N,Chicago White Sox,Comiskey Park,101,98
643,1916,CHN,CHC,5,,,N,Chicago Cubs,Wrigley Field,110,111
644,1916,CIN,CIN,7,,,N,Cincinnati Reds,Crosley Field,98,99
645,1916,CLE,CLE,6,,,N,Cleveland Indians,League Park II,106,106
646,1916,DET,DET,3,,,N,Detroit Tigers,Navin Field,104,101
647,1916,NY1,SFG,4,,,N,New York Giants,Polo Grounds IV,95,93
648,1916,NYA,NYY,4,,,N,New York Yankees,Polo Grounds IV,102,102
649,1916,PHA,OAK,8,,,N,Philadelphia Athletics,Shibe Park,95,101
650,1916,PHI,PHI,2,,,N,Philadelphia Phillies,Baker Bowl,104,101
651,1916,PIT,PIT,6,,,N,Pittsburgh Pirates,Forbes Field,101,102
652,1916,SLA,BAL,5,,,N,St. Louis Browns,Sportsman's Park IV,95,97
653,1916,SLN,STL,7,,,N,St. Louis Cardinals,Robison Field,99,101
654,1916,WS1,MIN,7,,,N,Washington Senators,Griffith Stadium I,99,99
655,1917,BOS,BOS,2,,,N,Boston Red Sox,Fenway Park I,99,97
656,1917,BRO,LAD,7,,,N,Brooklyn Robins,Ebbets Field,103,103
657,1917,BSN,ATL,6,,,N,Boston Braves,Braves Field,94,94
658,1917,CHA,CHW,1,,,Y,Chicago White Sox,Comiskey Park,102,100
659,1917,CHN,CHC,5,,,N,Chicago Cubs,Wrigley Field,108,107
660,1917,CIN,CIN,4,,,N,Cincinnati Reds,Crosley Field,96,97
661,1917,CLE,CLE,3,,,N,Cleveland Indians,League Park II,107,106
662,1917,DET,DET,4,,,N,Detroit Tigers,Navin Field,100,99
663,1917,NY1,SFG,1,,,N,New York Giants,Polo Grounds IV,97,94
664,1917,NYA,NYY,6,,,N,New York Yankees,Polo Grounds IV,101,101
665,1917,PHA,OAK,8,,,N,Philadelphia Athletics,Shibe Park,98,103
666,1917,PHI,PHI,2,,,N,Philadelphia Phillies,Baker Bowl,104,104
667,1917,PIT,PIT,8,,,N,Pittsburgh Pirates,Forbes Field,103,105
668,1917,SLA,BAL,7,,,N,St. Louis Browns,Sportsman's Park IV,96,98
669,1917,SLN,STL,3,,,N,St. Louis Cardinals,Robison Field,97,99
670,1917,WS1,MIN,5,,,N,Washington Senators,Griffith Stadium I,99,99
671,1918,BOS,BOS,1,,,Y,Boston Red Sox,Fenway Park I,98,97
672,1918,BRO,LAD,5,,,N,Brooklyn Robins,Ebbets Field,100,101
673,1918,BSN,ATL,7,,,N,Boston Braves,Braves Field,96,97
674,1918,CHA,CHW,6,,,N,Chicago White Sox,Comiskey Park,101,98
675,1918,CHN,CHC,1,,,N,Chicago Cubs,Wrigley Field,102,101
676,1918,CIN,CIN,3,,,N,Cincinnati Reds,Crosley Field,98,97
677,1918,CLE,CLE,2,,,N,Cleveland Indians,League Park II,109,108
678,1918,DET,DET,7,,,N,Detroit Tigers,Navin Field,96,96
679,1918,NY1,SFG,2,,,N,New York Giants,Polo Grounds IV,98,95
680,1918,NYA,NYY,4,,,N,New York Yankees,Polo Grounds IV,102,102
681,1918,PHA,OAK,8,,,N,Philadelphia Athletics,Shibe Park,101,105
682,1918,PHI,PHI,6,,,N,Philadelphia Phillies,Baker Bowl,107,108
683,1918,PIT,PIT,4,,,N,Pittsburgh Pirates,Forbes Field,103,104
684,1918,SLA,BAL,5,,,N,St. Louis Browns,Sportsman's Park IV,97,99
